_id,endpointUrl,latency,datetime
66174bf9e8cb631ac4f69011,persistenceq/s/no-ac,54,1712802808922
66174bf9e8cb631ac4f69016,persistenceq/s/no-ac,51,1712802808931
66174bf9e8cb631ac4f69019,persistenceq/s/no-ac,39,1712802808953
66174bf9e8cb631ac4f69024,persistenceq/s/no-ac,17,1712802809033
66174bf9e8cb631ac4f69027,persistenceq/s/no-ac,33,1712802809020
66174bf9e8cb631ac4f69029,persistenceq/s/no-ac,29,1712802809027
66174bfae8cb631ac4f6902b,persistenceq/s/no-ac,44,1712802809025
66174bfae8cb631ac4f6902d,persistenceq/s/no-ac,23,1712802809074
66174bfae8cb631ac4f69038,persistenceq/s/no-ac,49,1712802809065
66174bfbe8cb631ac4f69046,persistenceq/s/no-ac,37,1712802809117
66174bfbe8cb631ac4f69047,persistenceq/s/no-ac,22,1712802809134
66174bfbe8cb631ac4f69052,persistenceq/s/no-ac,37,1712802809168
66174bfbe8cb631ac4f69057,persistenceq/s/no-ac,32,1712802809199
66174bfce8cb631ac4f6905f,persistenceq/s/no-ac,51,1712802809198
66174bfce8cb631ac4f69062,persistenceq/s/no-ac,40,1712802809212
66174bfce8cb631ac4f69065,persistenceq/s/no-ac,31,1712802809228
66174bfce8cb631ac4f6906a,persistenceq/s/no-ac,7,1712802809554
66174bfce8cb631ac4f6906b,persistenceq/s/no-ac,8,1712802809726
66174bfce8cb631ac4f6906d,persistenceq/s/no-ac,8,1712802809857
66174bfce8cb631ac4f6906e,persistenceq/s/no-ac,6,1712802809868
