_id,endpointUrl,latency,datetime
6617ee69e8cb631ac4f69a9e,fexpjpa/unsec/orderTypes,14,1712844393255
6617ee69e8cb631ac4f69a9f,fexpjpa/unsec/customers,14,1712844393256
6617ee69e8cb631ac4f69aa0,fexpjpa/unsec/customers,21,1712844393251
6617ee69e8cb631ac4f69aa1,fexpjpa/unsec/customers,16,1712844393254
6617ee69e8cb631ac4f69aa2,fexpjpa/unsec/customers,29,1712844393246
6617ee69e8cb631ac4f69aa3,fexpjpa/unsec/customers,15,1712844393261
6617ee69e8cb631ac4f69aa4,fexpjpa/unsec/orderTypes,14,1712844393263
6617ee69e8cb631ac4f69aa5,fexpjpa/unsec/customers,14,1712844393264
6617ee69e8cb631ac4f69aa6,fexpjpa/unsec/orderTypes,13,1712844393267
6617ee69e8cb631ac4f69aa7,fexpjpa/unsec/customers,26,1712844393292
6617ee69e8cb631ac4f69aa8,fexpjpa/unsec/orderTypes,36,1712844393283
6617ee69e8cb631ac4f69aa9,fexpjpa/unsec/customers,34,1712844393287
6617ee69e8cb631ac4f69aaa,fexpjpa/unsec/orderTypes,67,1712844393257
6617ee69e8cb631ac4f69aab,fexpjpa/unsec/customers,24,1712844393302
6617ee69e8cb631ac4f69aac,fexpjpa/unsec/customers,21,1712844393308
6617ee69e8cb631ac4f69aad,fexpjpa/unsec/orderTypes,30,1712844393305
6617ee69e8cb631ac4f69aae,fexpjpa/unsec/orders,48,1712844393288
6617ee69e8cb631ac4f69aaf,fexpjpa/unsec/orders,47,1712844393290
6617ee69e8cb631ac4f69ab0,fexpjpa/unsec/orders,32,1712844393306
6617ee69e8cb631ac4f69ab1,fexpjpa/unsec/orderTypes,40,1712844393304
6617ee69e8cb631ac4f69ab2,fexpjpa/unsec/customers,13,1712844393332
6617ee69e8cb631ac4f69ab3,fexpjpa/unsec/customers,16,1712844393331
6617ee69e8cb631ac4f69ab4,fexpjpa/unsec/orderTypes,9,1712844393340
6617ee69e8cb631ac4f69ab5,fexpjpa/unsec/orderTypes,42,1712844393315
6617ee69e8cb631ac4f69ab6,fexpjpa/unsec/orderTypes,24,1712844393333
6617ee69e8cb631ac4f69ab7,fexpjpa/unsec/orderTypes,43,1712844393317
6617ee69e8cb631ac4f69ab8,fexpjpa/unsec/orderTypes,28,1712844393335
6617ee69e8cb631ac4f69ab9,fexpjpa/unsec/customers,13,1712844393351
6617ee69e8cb631ac4f69aba,fexpjpa/unsec/orderTypes,17,1712844393350
6617ee69e8cb631ac4f69abb,fexpjpa/unsec/customers,23,1712844393354
6617ee69e8cb631ac4f69abc,fexpjpa/unsec/orderTypes,26,1712844393355
6617ee69e8cb631ac4f69abd,fexpjpa/unsec/orderTypes,41,1712844393342
6617ee69e8cb631ac4f69abe,fexpjpa/unsec/customers,32,1712844393352
6617ee69e8cb631ac4f69abf,fexpjpa/unsec/orderTypes,32,1712844393353
6617ee69e8cb631ac4f69ac0,fexpjpa/unsec/orderTypes,39,1712844393359
6617ee69e8cb631ac4f69ac1,fexpjpa/unsec/customers,16,1712844393383
6617ee69e8cb631ac4f69ac2,fexpjpa/unsec/customers,28,1712844393373
6617ee69e8cb631ac4f69ac3,fexpjpa/unsec/orderTypes,31,1712844393374
6617ee69e8cb631ac4f69ac4,fexpjpa/unsec/orders,51,1712844393355
6617ee69e8cb631ac4f69ac5,fexpjpa/unsec/orderTypes,37,1712844393371
6617ee69e8cb631ac4f69ac6,fexpjpa/unsec/customers,21,1712844393391
6617ee69e8cb631ac4f69ac7,fexpjpa/unsec/customers,36,1712844393380
6617ee69e8cb631ac4f69ac8,fexpjpa/unsec/customers,36,1712844393382
6617ee69e8cb631ac4f69ac9,fexpjpa/unsec/customers,30,1712844393395
6617ee69e8cb631ac4f69aca,fexpjpa/unsec/customers,34,1712844393396
6617ee69e8cb631ac4f69acb,fexpjpa/unsec/customers,56,1712844393378
6617ee69e8cb631ac4f69acc,fexpjpa/unsec/customers,43,1712844393393
6617ee69e8cb631ac4f69acd,fexpjpa/unsec/orders,47,1712844393390
6617ee6ae8cb631ac4f69ace,fexpjpa/unsec/orders,66,1712844393372
6617ee6ae8cb631ac4f69acf,fexpjpa/unsec/customers,39,1712844393409
6617ee6ae8cb631ac4f69ad0,fexpjpa/unsec/orders,56,1712844393394
6617ee6ae8cb631ac4f69ad1,fexpjpa/unsec/customers,52,1712844393404
6617ee6ae8cb631ac4f69ad2,fexpjpa/unsec/customers,37,1712844393422
