_id,endpointUrl,latency,datetime
66172a4fe056026a76b03bc9,persistencec/s/no-ac,39,1712794191270
66172a4fe056026a76b03bce,persistencec/s/no-ac,36,1712794191277
66172a4fe056026a76b03bd2,persistencec/s/no-ac,39,1712794191278
66172a4fe056026a76b03bd7,persistencec/s/no-ac,43,1712794191279
66172a4fe056026a76b03bda,persistencec/s/no-ac,25,1712794191299
66172a4fe056026a76b03bdc,persistencec/s/no-ac,28,1712794191300
66172a4fe056026a76b03bde,persistencec/s/no-ac,32,1712794191302
66172a50e056026a76b03bf1,persistencec/s/no-ac,7,1712794191395
66172a50e056026a76b03bf6,persistencec/s/no-ac,26,1712794191468
66172a50e056026a76b03bf7,persistencec/s/no-ac,29,1712794191469
66172a50e056026a76b03bf8,persistencec/s/no-ac,33,1712794191473
66172a51e056026a76b03c01,persistencec/s/no-ac,20,1712794191496
66172a51e056026a76b03c03,persistencec/s/no-ac,15,1712794191505
66172a51e056026a76b03c07,persistencec/s/no-ac,7,1712794191519
66172a51e056026a76b03c0b,persistencec/s/no-ac,8,1712794191718
66172a51e056026a76b03c0d,persistencec/s/no-ac,8,1712794191759
66172a51e056026a76b03c14,persistencec/s/no-ac,7,1712794191805
66172a52e056026a76b03c1a,persistencec/s/no-ac,8,1712794191810
66172a52e056026a76b03c1c,persistencec/s/no-ac,9,1712794191831
66172a52e056026a76b03c25,persistencec/s/no-ac,9,1712794191920
66172a52e056026a76b03c2a,persistencec/s/no-ac,10,1712794191932
66172a53e056026a76b03c34,persistencec/s/no-ac,11,1712794192144
66172a53e056026a76b03c36,persistencec/s/no-ac,14,1712794192152
66172a53e056026a76b03c3a,persistencec/s/no-ac,8,1712794192296
66172a53e056026a76b03c3e,persistencec/s/no-ac,10,1712794192351
66172a54e056026a76b03c48,persistencec/s/no-ac,10,1712794192442
66172a54e056026a76b03c49,persistencec/s/no-ac,12,1712794192474
66172a54e056026a76b03c4c,persistencec/s/no-ac,13,1712794192476
66172a54e056026a76b03c4e,persistencec/s/no-ac,22,1712794192471
66172a54e056026a76b03c50,persistencec/s/no-ac,10,1712794192547
66172a54e056026a76b03c58,persistencec/s/no-ac,8,1712794192570
66172a54e056026a76b03c5c,persistencec/s/no-ac,6,1712794192581
66172a54e056026a76b03c5e,persistencec/s/no-ac,6,1712794192584
66172a55e056026a76b03c68,persistencec/s/no-ac,9,1712794192642
66172a55e056026a76b03c6c,persistencec/s/no-ac,8,1712794192696
66172a55e056026a76b03c6d,persistencec/s/no-ac,8,1712794192700
66172a55e056026a76b03c6e,persistencec/s/no-ac,8,1712794192717
66172a55e056026a76b03c77,persistencec/s/no-ac,17,1712794193038
66172a56e056026a76b03c7a,persistencec/s/no-ac,15,1712794193043
66172a56e056026a76b03c7c,persistencec/s/no-ac,18,1712794193044
66172a56e056026a76b03c7e,persistencec/s/no-ac,7,1712794193171
66172a56e056026a76b03c80,persistencec/s/no-ac,8,1712794193180
66172a56e056026a76b03c89,persistencec/s/no-ac,10,1712794193342
